Matrix Name, nrow, ncol, nnz, max_nnz_per_row, min_nnz_per_row, avg_nnz_per_row, std_nnz_per_row, density, max_nnz_per_col, min_nnz_per_col, avg_nnz_per_col, std_nnz_per_col, nnz_variance, nnz_std, dia_num, dia_ratio, CV
cage10,11397,11397,150645,25,5,13.217952092655961,3.9836972218635354,0.0011597746856765782,25,5,13.217952092655961,3.9836972218635354,15.869843555483248,3.9836972218635354,7531,0.6607879266473633,0.30138535787831466
cage11,39082,39082,559722,31,3,14.321733790491786,4.474231010796766,0.0003664534514736141,31,3,14.321733790491786,4.474231010796766,20.018743137975445,4.474231010796766,23497,0.6012230694437337,0.31240847485708834
cage12,130228,130228,2032536,33,5,15.607519120312068,4.709177055177192,0.00011984764505568747,33,5,15.607519120312068,4.709177055177192,22.17634853700733,4.709177055177192,75465,0.5794836747857603,0.30172489419209075
cage13,445315,445315,7479343,39,3,16.795623322816432,5.128391701678444,3.771627572126794e-05,39,3,16.795623322816432,5.128391701678444,26.300401445844326,5.128391701678444,243009,0.5457013574660633,0.3053409571713634
cage14,1505785,1505785,27130349,41,5,18.017412180357752,5.367828233099489,1.1965461324397409e-05,41,5,18.017412180357752,5.367828233099489,28.81357994005998,5.367828233099489,799375,0.5308692808070209,0.29792448434694724
cage3,5,5,19,5,3,3.8,0.7483314773547882,0.76,5,3,3.8,0.7483314773547882,0.5599999999999999,0.7483314773547882,9,1.8,0.19692933614599692
cage4,9,9,49,6,5,5.444444444444445,0.49690399499995325,0.6049382716049383,6,5,5.444444444444445,0.49690399499995325,0.24691358024691354,0.49690399499995325,11,1.2222222222222223,0.09126808071427712
cage5,37,37,233,10,3,6.297297297297297,1.8724873595339213,0.1701972242512783,10,3,6.297297297297297,1.8724873595339213,3.5062089116143165,1.8724873595339213,39,1.054054054054054,0.2973477781234124
cage6,93,93,785,13,5,8.440860215053764,2.192177518081679,0.09076193779627703,13,5,8.440860215053764,2.192177518081679,4.80564227078275,2.192177518081679,85,0.9139784946236559,0.25971020277910334
cage7,340,340,3084,16,3,9.070588235294117,2.9317259935127056,0.026678200692041524,16,3,9.070588235294117,2.9317259935127056,8.59501730103806,2.9317259935127056,277,0.8147058823529412,0.32321233391514914
cage8,1015,1015,11003,18,5,10.840394088669951,3.1647915039403993,0.010680191220364484,18,5,10.840394088669951,3.1647915039403993,10.015905263413334,3.1647915039403993,779,0.767487684729064,0.29194432213937155
cage9,3534,3534,41594,23,3,11.76966610073571,3.751872130533055,0.0033304091965862224,23,3,11.76966610073571,3.751872130533055,14.076544483870647,3.751872130533055,2451,0.6935483870967742,0.31877472975197907
cage,366,366,5124,14,14,14.0,0.0,0.03825136612021858,14,14,14.0,0.0,0.0,0.0,676,1.8469945355191257,0.0
CAG_mat1916,1916,1916,195985,279,2,102.28862212943632,59.27616355452157,0.05338654599657428,1134,2,102.28862212943632,155.43365391139594,3513.663565742391,59.27616355452157,3820,1.9937369519832986,0.5794990911062751
CAG_mat364,364,364,13585,82,2,37.32142857142857,18.93593833419792,0.10253139717425432,216,2,37.32142857142857,42.80698415521325,358.5697605965463,18.93593833419792,706,1.9395604395604396,0.5073744242655902
CAG_mat72,72,72,1012,25,2,14.055555555555555,5.65166860534934,0.19521604938271606,50,2,14.055555555555555,11.358903616019667,31.941358024691358,5.65166860534934,90,1.25,0.40209499959007167
ca-GrQc,5242,5242,28980,81,1,5.528424265547501,7.917909911362179,0.0010546402643165779,81,1,5.528424265547501,7.917909911362179,62.69329736444744,7.917909911362179,8569,1.6346814193056085,1.4322182110200325
ca-HepPh,12008,12008,237010,491,1,19.73767488341106,46.6368985473893,0.0016437104333287024,491,1,19.73767488341106,46.6368985473893,2175.0003061194825,46.6368985473893,22517,1.8751665556295802,2.362836495325306
ca-HepTh,9877,9877,51971,65,1,5.261820390806925,6.186390858877298,0.0005327346755904551,65,1,5.261820390806925,6.186390858877298,38.27143185880058,6.186390858877298,15927,1.6125341702946239,1.1757130421414073
caidaRouterLevel,192244,192244,1218132,1071,1,6.336385010715549,14.139971341150327,3.2960118446950486e-05,1071,1,6.336385010715549,14.139971341150327,199.93878952855255,14.139971341150327,279640,1.454609766754749,2.2315517944755605
California,9664,9664,16150,164,0,1.6711506622516556,3.6955052124593375,0.0001729253582627955,199,0,1.6711506622516556,7.456752495687158,13.656758775314133,3.6955052124593375,9851,1.0193501655629138,2.2113537073193212
can_1054,1054,1054,12196,35,6,11.571157495256166,5.58717044779971,0.01097832779436069,35,6,11.571157495256166,5.58717044779971,31.21647361276641,5.58717044779971,1215,1.1527514231499052,0.48285320203188703
can_1072,1072,1072,12444,35,6,11.60820895522388,5.6474013110702534,0.010828553129873023,35,6,11.60820895522388,5.6474013110702534,31.893141568278015,5.6474013110702534,1253,1.1688432835820894,0.4865006593914587
can_144,144,144,1296,15,6,9.0,3.0,0.0625,15,6,9.0,3.0,9.0,3.0,121,0.8402777777777778,0.3333333333333333
can_161,161,161,1377,17,6,8.5527950310559,1.220429723310821,0.053122950503452795,17,6,8.5527950310559,1.220429723310821,1.489448709540527,1.220429723310821,47,0.2919254658385093,0.1426936713529718
can_187,187,187,1491,10,5,7.973262032085562,1.4271363761575206,0.042637764877462896,10,5,7.973262032085562,1.4271363761575206,2.03671823615202,1.4271363761575206,19,0.10160427807486631,0.17899027655362598
can_229,229,229,1777,13,3,7.759825327510917,2.1226480876460276,0.03388570012013501,13,3,7.759825327510917,2.1226480876460276,4.505634903987339,2.1226480876460276,109,0.4759825327510917,0.2735432819757683
can_24,24,24,160,9,4,6.666666666666667,1.7950549357115013,0.2777777777777778,9,4,6.666666666666667,1.7950549357115013,3.222222222222222,1.7950549357115013,41,1.7083333333333333,0.2692582403567252
can_256,256,256,2916,83,4,11.390625,7.232991228349098,0.04449462890625,83,4,11.390625,7.232991228349098,52.316162109375,7.232991228349098,375,1.46484375,0.6349951146973145
can_268,268,268,3082,37,4,11.5,5.758510897896611,0.04291044776119403,37,4,11.5,5.758510897896611,33.16044776119403,5.758510897896611,313,1.1679104477611941,0.5007400780779662
can_292,292,292,2540,35,4,8.698630136986301,5.399606610497921,0.029789829236254457,35,4,8.698630136986301,5.399606610497921,29.15575154813285,5.399606610497921,421,1.4417808219178083,0.6207421772698397
can_445,445,445,3809,13,4,8.559550561797753,1.257491626717144,0.01923494508269158,13,4,8.559550561797753,1.257491626717144,1.5812851912637291,1.257491626717144,273,0.6134831460674157,0.14691094090027018
can_61,61,61,557,25,5,9.131147540983607,3.872879260332925,0.14969094329481322,25,5,9.131147540983607,3.872879260332925,14.999193765116905,3.872879260332925,101,1.6557377049180328,0.4241393803955268
can_62,62,62,218,7,2,3.5161290322580645,1.0118959446037499,0.056711758584807495,7,2,3.5161290322580645,1.0118959446037499,1.0239334027055151,1.0118959446037499,39,0.6290322580645161,0.2877869200249197
can_634,634,634,7228,28,2,11.400630914826499,3.840724774619434,0.017982067689000788,28,2,11.400630914826499,3.840724774619434,14.751166794375502,3.840724774619434,849,1.339116719242902,0.33688703750812415
can_715,715,715,6665,105,2,9.321678321678322,5.883723428156743,0.013037312338011638,105,2,9.321678321678322,5.883723428156743,34.618201379040535,5.883723428156743,561,0.7846153846153846,0.631187134453424
can_73,73,73,377,9,3,5.164383561643835,2.1645569550798553,0.0707449802964909,9,3,5.164383561643835,2.1645569550798553,4.685306811784575,2.1645569550798553,55,0.7534246575342466,0.4191317180923858
can_838,838,838,10010,32,6,11.94510739856802,6.223317740537015,0.014254304771560882,32,6,11.94510739856802,6.223317740537015,38.72968369968273,6.223317740537015,699,0.834128878281623,0.5209930336233785
can_96,96,96,768,9,6,8.0,1.4142135623730951,0.08333333333333333,9,6,8.0,1.4142135623730951,2.0,1.4142135623730951,11,0.11458333333333333,0.1767766952966369
cant,62451,62451,4007383,78,1,64.16843605386623,14.056260991503754,0.0010275005372830897,78,1,64.16843605386623,14.056260991503754,197.5784730612701,14.056260991503754,99,0.0015852428303790172,0.21905257250939103
car4,16384,33052,63724,111,2,3.889404296875,11.417983050864338,0.00011767530851007503,109,1,1.9279922546290693,9.968048649323897,130.3703369498253,11.417983050864338,1657,0.10113525390625,2.935663710773983
cari,400,1200,152800,382,382,382.0,0.0,0.31833333333333336,380,1,127.33333333333333,178.66231337980102,0.0,0.0,1160,2.9,0.0
case9,14454,14454,147972,7210,1,10.237442922374429,105.2533867964444,0.0007082774956672499,7210,1,10.237442922374429,105.2533867964444,11078.275432121936,105.2533867964444,14517,1.0043586550435866,10.281218424808797
cat_ears_2_1,85,85,254,5,1,2.988235294117647,1.3239345785068422,0.03515570934256056,3,2,2.988235294117647,0.1078253104695492,1.7528027681660898,1.3239345785068422,106,1.2470588235294118,0.4430489731223684
cat_ears_2_4,1009,2689,7982,15,1,7.910802775024777,2.4502932106967825,0.0029419125232520555,3,2,2.968389735961324,0.17496015330949294,6.003936818386748,2.4502932106967825,2383,2.3617443012884043,0.30974014652882154
cat_ears_3_1,204,181,542,6,1,2.656862745098039,1.491775478817207,0.01467879969667425,3,2,2.994475138121547,0.07412380035910907,2.2253940792003077,1.491775478817207,239,1.3204419889502763,0.5614800695179156
cat_ears_3_4,5226,13271,39592,16,1,7.575966322234979,2.2800630681480345,0.0005708662739985667,3,2,2.98334714791651,0.127966927762511,5.198687594732628,2.2800630681480345,11685,2.23593570608496,0.300960032181795
cat_ears_4_1,377,313,938,6,1,2.4880636604774535,1.5297199744369476,0.00794908517724426,3,2,2.9968051118210863,0.05643297678164758,2.3400432001913756,1.5297199744369476,426,1.3610223642172523,0.6148234865274299
cat_ears_4_4,19020,44448,132888,17,1,6.986750788643533,2.262582079295423,0.00015718931759907157,3,2,2.989740820734341,0.1007667033620423,5.1192776655488,2.262582079295423,39385,2.0707150368033647,0.323838955723609
cavity01,317,317,7327,62,8,23.113564668769715,12.490995074676682,0.07291345321378459,62,1,23.113564668769715,18.064196045653027,156.02495795559713,12.490995074676682,183,0.5772870662460567,0.5404183756888915
cavity02,317,317,7327,62,1,23.113564668769715,18.064196045653027,0.07291345321378459,62,8,23.113564668769715,12.490995074676682,326.3151787757864,18.064196045653027,183,0.5772870662460567,0.781540896201994
cavity03,317,317,7327,62,8,23.113564668769715,12.490995074676682,0.07291345321378459,62,1,23.113564668769715,18.064196045653027,156.02495795559713,12.490995074676682,183,0.5772870662460567,0.5404183756888915
cavity04,317,317,7327,62,1,23.113564668769715,18.064196045653027,0.07291345321378459,62,8,23.113564668769715,12.490995074676682,326.3151787757864,18.064196045653027,183,0.5772870662460567,0.781540896201994
cavity05,1182,1182,32747,62,8,27.704737732656515,14.45384607006633,0.02343886441003089,62,1,27.704737732656515,17.627417535143614,208.91366621717188,14.45384607006633,223,0.188663282571912,0.5217102652095887
cavity06,1182,1182,32747,62,1,27.704737732656515,17.627417535143614,0.02343886441003089,62,8,27.704737732656515,14.45384607006633,310.7258489582886,17.627417535143614,223,0.188663282571912,0.6362600398979984
cavity07,1182,1182,32747,62,8,27.704737732656515,14.45384607006633,0.02343886441003089,62,1,27.704737732656515,17.627417535143614,208.91366621717188,14.45384607006633,223,0.188663282571912,0.5217102652095887
cavity08,1182,1182,32747,62,1,27.704737732656515,17.627417535143614,0.02343886441003089,62,8,27.704737732656515,14.45384607006633,310.7258489582886,17.627417535143614,223,0.188663282571912,0.6362600398979984
cavity09,1182,1182,32747,62,8,27.704737732656515,14.45384607006633,0.02343886441003089,62,1,27.704737732656515,17.627417535143614,208.91366621717188,14.45384607006633,223,0.188663282571912,0.5217102652095887
cavity10,2597,2597,76367,62,8,29.405852907200615,14.9471695889218,0.011323008435579752,62,1,29.405852907200615,17.184565513536555,223.4178787199887,14.9471695889218,263,0.1012706969580285,0.5083059361036825
cavity11,2597,2597,76367,62,1,29.405852907200615,17.184565513536555,0.011323008435579752,62,8,29.405852907200615,14.9471695889218,295.30929188902985,17.184565513536555,263,0.1012706969580285,0.5843926910662254
cavity12,2597,2597,76367,62,8,29.405852907200615,14.9471695889218,0.011323008435579752,62,1,29.405852907200615,17.184565513536555,223.4178787199887,14.9471695889218,263,0.1012706969580285,0.5083059361036825
cavity13,2597,2597,76367,62,1,29.405852907200615,17.184565513536555,0.011323008435579752,62,8,29.405852907200615,14.9471695889218,295.30929188902985,17.184565513536555,263,0.1012706969580285,0.5843926910662254
cavity14,2597,2597,76367,62,8,29.405852907200615,14.9471695889218,0.011323008435579752,62,1,29.405852907200615,17.184565513536555,223.4178787199887,14.9471695889218,263,0.1012706969580285,0.5083059361036825
cavity15,2597,2597,76367,62,1,29.405852907200615,17.184565513536555,0.011323008435579752,62,8,29.405852907200615,14.9471695889218,295.30929188902985,17.184565513536555,263,0.1012706969580285,0.5843926910662254
cavity16,4562,4562,138187,62,8,30.290881192459448,15.156765219810387,0.006639824899706148,62,1,30.290881192459448,16.887843404561576,229.72753192845383,15.156765219810387,303,0.0664182376150811,0.5003738624673448
cavity17,4562,4562,138187,62,1,30.290881192459448,16.887843404561576,0.006639824899706148,62,8,30.290881192459448,15.156765219810387,285.19925485699395,16.887843404561576,303,0.0664182376150811,0.5575223545746699
cavity18,4562,4562,138187,62,8,30.290881192459448,15.156765219810387,0.006639824899706148,62,1,30.290881192459448,16.887843404561576,229.72753192845383,15.156765219810387,303,0.0664182376150811,0.5003738624673448
cavity19,4562,4562,138187,62,1,30.290881192459448,16.887843404561576,0.006639824899706148,62,8,30.290881192459448,15.156765219810387,285.19925485699395,16.887843404561576,303,0.0664182376150811,0.5575223545746699
cavity20,4562,4562,138187,62,8,30.290881192459448,15.156765219810387,0.006639824899706148,62,1,30.290881192459448,16.887843404561576,229.72753192845383,15.156765219810387,303,0.0664182376150811,0.5003738624673448
cavity21,4562,4562,138187,62,1,30.290881192459448,16.887843404561576,0.006639824899706148,62,8,30.290881192459448,15.156765219810387,285.19925485699395,16.887843404561576,303,0.0664182376150811,0.5575223545746699
cavity22,4562,4562,138187,62,8,30.290881192459448,15.156765219810387,0.006639824899706148,62,1,30.290881192459448,16.887843404561576,229.72753192845383,15.156765219810387,303,0.0664182376150811,0.5003738624673448
cavity23,4562,4562,138187,62,1,30.290881192459448,16.887843404561576,0.006639824899706148,62,8,30.290881192459448,15.156765219810387,285.19925485699395,16.887843404561576,303,0.0664182376150811,0.5575223545746699
cavity24,4562,4562,138187,62,8,30.290881192459448,15.156765219810387,0.006639824899706148,62,1,30.290881192459448,16.887843404561576,229.72753192845383,15.156765219810387,303,0.0664182376150811,0.5003738624673448
cavity25,4562,4562,138187,62,1,30.290881192459448,16.887843404561576,0.006639824899706148,62,8,30.290881192459448,15.156765219810387,285.19925485699395,16.887843404561576,303,0.0664182376150811,0.5575223545746699
cavity26,4562,4562,138187,62,8,30.290881192459448,15.156765219810387,0.006639824899706148,62,1,30.290881192459448,16.887843404561576,229.72753192845383,15.156765219810387,303,0.0664182376150811,0.5003738624673448
c-big,345241,345241,2341011,19578,2,6.780802396007426,36.44413361500822,1.964077961773783e-05,19578,2,6.780802396007426,36.44413361500822,1328.1748749485719,36.44413361500822,315305,0.913289557149933,5.374604875149691
cbuckle,13681,13681,676515,600,26,49.44923616694686,7.834218033027752,0.0036144460322306018,600,26,49.44923616694686,7.834218033027752,61.374972189017214,7.834218033027752,1283,0.09377969446677874,0.15842950549485624
cca,49152,49152,139264,3,2,2.8333333333333335,0.37267799624996495,5.764431423611111e-05,3,2,2.8333333333333335,0.37267799624996495,0.1388888888888889,0.37267799624996495,26,0.0005289713541666666,0.1315334104411641
ccc,49152,49152,147456,3,3,3.0,0.0,6.103515625e-05,3,3,3.0,0.0,0.0,0.0,28,0.0005696614583333334,0.0
cdde1,961,961,4681,5,3,4.870967741935484,0.3474299875570648,0.0050686448927528445,5,3,4.870967741935484,0.3474299875570648,0.12070759625390219,0.3474299875570648,5,0.005202913631633715,0.07132668618721197
cdde2,961,961,4681,5,3,4.870967741935484,0.3474299875570648,0.0050686448927528445,5,3,4.870967741935484,0.3474299875570648,0.12070759625390219,0.3474299875570648,5,0.005202913631633715,0.07132668618721197
cdde3,961,961,4681,5,3,4.870967741935484,0.3474299875570648,0.0050686448927528445,5,3,4.870967741935484,0.3474299875570648,0.12070759625390219,0.3474299875570648,5,0.005202913631633715,0.07132668618721197
cdde4,961,961,4681,5,3,4.870967741935484,0.3474299875570648,0.0050686448927528445,5,3,4.870967741935484,0.3474299875570648,0.12070759625390219,0.3474299875570648,5,0.005202913631633715,0.07132668618721197
cdde5,961,961,4681,5,3,4.870967741935484,0.3474299875570648,0.0050686448927528445,5,3,4.870967741935484,0.3474299875570648,0.12070759625390219,0.3474299875570648,5,0.005202913631633715,0.07132668618721197
cdde6,961,961,4681,5,3,4.870967741935484,0.3474299875570648,0.0050686448927528445,5,3,4.870967741935484,0.3474299875570648,0.12070759625390219,0.3474299875570648,5,0.005202913631633715,0.07132668618721197
cegb2802,2802,2802,277362,153,0,98.98715203426124,37.51521955000141,0.035327320497595016,153,0,98.98715203426124,37.51521955000141,1407.3916978848083,37.51521955000141,493,0.17594575303354745,0.3789907960683293
cegb2919,2919,2919,321543,267,0,110.1551901336074,41.559076023015336,0.037737303916960396,267,0,110.1551901336074,41.559076023015336,1727.156799886768,41.559076023015336,3481,1.1925316889345667,0.377277511596215
cegb3024,3024,3024,79848,68,0,26.404761904761905,9.399998793843702,0.008731733434114387,68,0,26.404761904761905,9.399998793843702,88.35997732426304,9.399998793843702,571,0.18882275132275134,0.35599634746748016
cegb3306,3306,3306,74916,54,0,22.660617059891106,11.297618349965958,0.0068543911251939225,54,0,22.660617059891106,11.297618349965958,127.63618038148753,11.297618349965958,935,0.2828191167574108,0.49855740115579394
celegans_metabolic,453,453,4065,238,1,8.973509933774835,16.742807234216457,0.0198090727014897,238,1,8.973509933774835,16.742807234216457,280.3215940821309,16.742807234216457,735,1.6225165562913908,1.8658036106027194
celegansneural,297,297,2345,39,0,7.895622895622895,6.808532058166812,0.026584588874151164,134,0,7.895622895622895,10.33606420574097,46.35610878708521,6.808532058166812,431,1.4511784511784511,0.862317279861639
cell1,7055,7055,34855,5,2,4.9404677533664065,0.2859815817826513,0.0007002789161398167,5,2,4.9404677533664065,0.2849885810720221,0.08178546511890729,0.2859815817826513,169,0.023954642097802976,0.057885527455934734
cell2,7055,7055,34855,5,2,4.9404677533664065,0.2859815817826513,0.0007002789161398167,5,2,4.9404677533664065,0.2849885810720221,0.08178546511890729,0.2859815817826513,169,0.023954642097802976,0.057885527455934734
cep1,1521,4769,8233,6,2,5.412886259040105,0.5382828942503015,0.0011350149421346415,219,1,1.7263577269867896,6.314798657026473,0.28974847424248124,0.5382828942503015,1949,1.2813938198553583,0.09944470814462633
cfd1,70656,70656,1828364,33,12,25.87698143115942,2.9720322306918443,0.00036623898085313944,33,12,25.87698143115942,2.9720322306918443,8.83297558027114,2.9720322306918443,10243,0.1449699954710145,0.11485235395783495
cfd2,123440,123440,3087898,30,8,25.01537589112119,3.8602793231840993,0.00020265210540441666,30,8,25.01537589112119,3.8602793231840993,14.901756453002688,3.8602793231840993,7121,0.05768794556059624,0.15431626292508535
ch3-3-b1,18,9,36,2,2,2.0,0.0,0.2222222222222222,4,4,4.0,0.0,0.0,0.0,22,2.4444444444444446,0.0
ch3-3-b2,6,18,18,3,3,3.0,0.0,0.16666666666666666,1,1,1.0,0.0,0.0,0.0,14,2.3333333333333335,0.0
ch4-4-b1,72,16,144,2,2,2.0,0.0,0.125,9,9,9.0,0.0,0.0,0.0,81,5.0625,0.0
ch4-4-b2,96,72,288,3,3,3.0,0.0,0.041666666666666664,4,4,4.0,0.0,0.0,0.0,143,1.9861111111111112,0.0
ch4-4-b3,24,96,96,4,4,4.0,0.0,0.041666666666666664,1,1,1.0,0.0,0.0,0.0,72,3.0,0.0
ch5-5-b1,200,25,400,2,2,2.0,0.0,0.08,16,16,16.0,0.0,0.0,0.0,214,8.56,0.0
ch5-5-b2,600,200,1800,3,3,3.0,0.0,0.015,9,9,9.0,0.0,0.0,0.0,760,3.8,0.0
ch5-5-b3,600,600,2400,4,4,4.0,0.0,0.006666666666666667,4,4,4.0,0.0,0.0,0.0,1056,1.76,0.0
ch5-5-b4,120,600,600,5,5,5.0,0.0,0.008333333333333333,1,1,1.0,0.0,0.0,0.0,432,3.6,0.0
ch6-6-b1,450,36,900,2,2,2.0,0.0,0.05555555555555555,25,25,25.0,0.0,0.0,0.0,473,13.13888888888889,0.0
ch6-6-b2,2400,450,7200,3,3,3.0,0.0,0.006666666666666667,16,16,16.0,0.0,0.0,0.0,2771,6.157777777777778,0.0
ch6-6-b3,5400,2400,21600,4,4,4.0,0.0,0.0016666666666666668,9,9,9.0,0.0,0.0,0.0,7511,3.129583333333333,0.0
ch6-6-b4,4320,5400,21600,5,5,5.0,0.0,0.000925925925925926,4,4,4.0,0.0,0.0,0.0,8692,2.012037037037037,0.0
ch6-6-b5,720,4320,4320,6,6,6.0,0.0,0.001388888888888889,1,1,1.0,0.0,0.0,0.0,3038,4.219444444444444,0.0
ch7-6-b1,630,42,1260,2,2,2.0,0.0,0.047619047619047616,30,30,30.0,0.0,0.0,0.0,658,15.666666666666666,0.0
ch7-6-b2,4200,630,12600,3,3,3.0,0.0,0.004761904761904762,20,20,20.0,0.0,0.0,0.0,4727,7.503174603174603,0.0
ch7-6-b3,12600,4200,50400,4,4,4.0,0.0,0.0009523809523809524,12,12,12.0,0.0,0.0,0.0,16380,3.9,0.0
ch7-6-b4,15120,12600,75600,5,5,5.0,0.0,0.0003968253968253968,6,6,6.0,0.0,0.0,0.0,26288,2.0863492063492064,0.0
ch7-6-b5,5040,15120,30240,6,6,6.0,0.0,0.0003968253968253968,2,2,2.0,0.0,0.0,0.0,16021,3.1787698412698413,0.0
ch7-7-b1,882,49,1764,2,2,2.0,0.0,0.04081632653061224,36,36,36.0,0.0,0.0,0.0,917,18.714285714285715,0.0
ch7-7-b2,7350,882,22050,3,3,3.0,0.0,0.003401360544217687,25,25,25.0,0.0,0.0,0.0,8096,9.179138321995465,0.0
ch7-7-b5,35280,52920,211680,6,6,6.0,0.0,0.00011337868480725624,4,4,4.0,0.0,0.0,0.0,80124,2.27108843537415,0.0
ch7-8-b1,1176,56,2352,2,2,2.0,0.0,0.03571428571428571,42,42,42.0,0.0,0.0,0.0,1212,21.642857142857142,0.0
ch7-8-b2,11760,1176,35280,3,3,3.0,0.0,0.002551020408163265,30,30,30.0,0.0,0.0,0.0,12786,10.872448979591837,0.0
ch7-8-b3,58800,11760,235200,4,4,4.0,0.0,0.0003401360544217687,20,20,20.0,0.0,0.0,0.0,69627,5.920663265306122,0.0
ch7-8-b4,141120,58800,705600,5,5,5.0,0.0,8.503401360544217e-05,12,12,12.0,0.0,0.0,0.0,196327,3.3388945578231293,0.0
ch7-8-b5,141120,141120,846720,6,6,6.0,0.0,4.2517006802721085e-05,6,6,6.0,0.0,0.0,0.0,270292,1.9153344671201815,0.0
ch7-9-b1,1512,63,3024,2,2,2.0,0.0,0.031746031746031744,48,48,48.0,0.0,0.0,0.0,1559,24.746031746031747,0.0
ch7-9-b2,17640,1512,52920,3,3,3.0,0.0,0.001984126984126984,35,35,35.0,0.0,0.0,0.0,18920,12.513227513227513,0.0
ch7-9-b3,105840,17640,423360,4,4,4.0,0.0,0.00022675736961451248,24,24,24.0,0.0,0.0,0.0,122470,6.942743764172335,0.0
ch7-9-b4,317520,105840,1587600,5,5,5.0,0.0,4.72411186696901e-05,15,15,15.0,0.0,0.0,0.0,418334,3.9525132275132275,0.0
ch7-9-b5,423360,317520,2540160,6,6,6.0,0.0,1.889644746787604e-05,8,8,8.0,0.0,0.0,0.0,722391,2.275103930461073,0.0
ch8-8-b1,1568,64,3136,2,2,2.0,0.0,0.03125,49,49,49.0,0.0,0.0,0.0,1610,25.15625,0.0
ch8-8-b2,18816,1568,56448,3,3,3.0,0.0,0.001913265306122449,36,36,36.0,0.0,0.0,0.0,20217,12.893494897959183,0.0
ch8-8-b3,117600,18816,470400,4,4,4.0,0.0,0.00021258503401360543,25,25,25.0,0.0,0.0,0.0,135199,7.18532100340136,0.0
ch8-8-b4,376320,117600,1881600,5,5,5.0,0.0,4.2517006802721085e-05,16,16,16.0,0.0,0.0,0.0,487962,4.149336734693877,0.0
ch8-8-b5,564480,376320,3386880,6,6,6.0,0.0,1.594387755102041e-05,9,9,9.0,0.0,0.0,0.0,920215,2.445299213435374,0.0
Chebyshev1,261,261,2319,261,3,8.885057471264368,31.391517982440856,0.03404236579028493,9,3,8.885057471264368,0.5890173781755844,985.4274012419077,31.391517982440856,264,1.0114942528735633,3.533068647441597
Chebyshev2,2053,2053,18447,2053,3,8.985387238188018,90.28943976502404,0.004376710783335615,9,3,8.985387238188018,0.21347861923333528,8152.182933081905,90.28943976502404,2056,1.0014612761811983,10.048475081996767
Chebyshev3,4101,4101,36879,4101,3,8.992684711046087,127.84401288852536,0.0021928029044247957,9,3,8.992684711046087,0.15122078319392349,16344.091631441439,127.84401288852536,4104,1.0007315288953913,14.216445588433594
Chem97Zt,2541,31022,62044,969,1,24.41715859897678,69.63733514599599,0.0007870916961826052,2,2,2.0,0.0,4849.358446235768,69.63733514599599,31023,12.208972845336481,2.8519835698210274
Chem97ZtZ,2541,2541,7361,101,2,2.8968909878000786,5.599832228849781,0.0011400594206218335,101,2,2.8968909878000786,5.599832228849781,31.358120991264705,5.599832228849781,4561,1.7949626131444314,1.9330490006123209
chesapeake,39,39,340,33,3,8.717948717948717,6.1433671463462165,0.2235371466140697,33,3,8.717948717948717,6.1433671463462165,37.74095989480605,6.1433671463462165,76,1.9487179487179487,0.7046803491397131
Chevron1,37365,37365,330633,9,2,8.848735447611402,1.0175109776245668,0.00023681882637793125,9,2,8.848735447611402,0.778767013308207,1.0353285895865016,1.0175109776245668,9,0.00024086712163789642,0.11498942234726096
Chevron2,90249,90249,803173,9,2,8.899522432381522,0.8324549842546299,9.861075948078674e-05,9,2,8.899522432381522,0.6381871546167186,0.6929813008103761,0.8324549842546299,9,9.972409666589104e-05,0.09353928714485683
Chevron3,381381,381381,3413113,9,2,8.949352484785555,0.5932153963839152,2.3465648484810613e-05,9,2,8.949352484785555,0.4555479696777856,0.3519045065069256,0.5932153963839152,9,2.359844879529919e-05,0.06628584552820078
Chevron4,711450,711450,6376412,9,2,8.962558155878838,0.5105460637721696,1.259759386587791e-05,9,2,8.962558155878838,0.39224441471088145,0.2606572832332563,0.5105460637721696,9,1.2650221378874131e-05,0.056964323677753274
chipcool0,20082,20082,281150,24,5,14.000099591674136,2.692540790557256,0.0006971466782030742,24,5,14.000099591674136,2.692540790557256,7.249775908814692,2.692540790557256,2323,0.11567572950901304,0.19232297405644963
chipcool1,20082,20082,281150,24,5,14.000099591674136,2.692540790557256,0.0006971466782030742,24,5,14.000099591674136,2.692540790557256,7.249775908814692,2.692540790557256,2323,0.11567572950901304,0.19232297405644963
ch,3700,8291,24102,75,1,6.514054054054054,8.598841361127377,0.0007856777293515926,14,1,2.9070075986008925,2.457338394259279,73.94007275383491,8.598841361127377,4689,1.2672972972972973,1.3200445206278024
circuit_1,2624,2624,35823,2571,1,13.652057926829269,72.86616252131033,0.005202765978212374,2571,1,13.652057926829269,72.91858068335321,5309.477640582009,72.86616252131033,5215,1.9874237804878048,5.337375721070773
circuit204,1020,1020,5883,18,1,5.767647058823529,3.445646920240369,0.005654555940023068,15,1,5.767647058823529,3.0999576772792756,11.872482698961939,3.445646920240369,263,0.257843137254902,0.5974094609289777
circuit_2,4510,4510,21199,1274,1,4.700443458980044,22.50663513456656,0.0010422269310377038,1285,1,4.700443458980044,29.57487509785795,506.54862508050593,22.50663513456656,4356,0.9658536585365853,4.788193992966423
